,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,is_bijective,nonlinearity
53,"[8, 9, 0, 13, 14, 1, 3, 15, 11, 12, 10, 6, 7, 5, 4, 2]",0.025345325469970703,DDTConstruction,4,18,123,True,True
54,"[1, 4, 8, 15, 5, 13, 6, 11, 0, 7, 3, 10, 2, 14, 12, 9]",0.02755904197692871,DDTConstruction,4,18,123,True,True
55,"[3, 1, 11, 4, 12, 9, 2, 0, 7, 15, 14, 13, 10, 5, 8, 6]",0.012935638427734375,DDTConstruction,4,18,123,True,True
56,"[14, 7, 12, 2, 5, 3, 13, 6, 4, 8, 0, 9, 11, 15, 10, 1]",0.028931617736816406,DDTConstruction,4,18,123,True,True
57,"[2, 0, 4, 14, 13, 11, 12, 5, 8, 6, 1, 10, 7, 3, 15, 9]",0.016199827194213867,DDTConstruction,4,21,126,True,True
58,"[11, 7, 6, 0, 5, 4, 14, 1, 12, 2, 8, 15, 9, 3, 10, 13]",0.030016183853149414,DDTConstruction,4,21,126,True,True
59,"[12, 7, 8, 15, 14, 13, 3, 4, 10, 0, 1, 5, 6, 9, 2, 11]",0.040344953536987305,DDTConstruction,4,15,120,True,True
60,"[3, 2, 5, 4, 15, 9, 11, 7, 1, 8, 10, 0, 14, 12, 6, 13]",0.04075169563293457,DDTConstruction,4,21,126,True,True
61,"[2, 13, 7, 4, 8, 0, 12, 10, 15, 1, 14, 9, 6, 11, 3, 5]",0.04321146011352539,DDTConstruction,4,18,123,True,True
62,"[6, 0, 3, 2, 5, 4, 14, 7, 13, 1, 8, 15, 10, 12, 9, 11]",0.03381633758544922,DDTConstruction,4,21,126,True,True
63,"[14, 4, 2, 7, 8, 11, 5, 6, 10, 1, 0, 13, 3, 15, 12, 9]",0.025593042373657227,DDTConstruction,4,21,126,True,True
64,"[15, 8, 6, 11, 3, 10, 9, 7, 12, 1, 13, 5, 4, 0, 2, 14]",0.030175209045410156,DDTConstruction,4,21,126,True,True
65,"[1, 0, 4, 14, 15, 13, 12, 7, 5, 9, 6, 11, 10, 3, 2, 8]",0.014411449432373047,DDTConstruction,4,21,126,True,True
66,"[14, 7, 1, 2, 6, 12, 13, 10, 3, 11, 8, 5, 4, 0, 9, 15]",0.013530254364013672,DDTConstruction,4,18,123,True,True
67,"[10, 7, 15, 9, 4, 12, 14, 6, 8, 2, 13, 3, 11, 5, 0, 1]",0.014385461807250977,DDTConstruction,4,18,123,True,True
68,"[2, 11, 13, 14, 10, 4, 5, 8, 12, 3, 15, 7, 1, 9, 6, 0]",0.015902280807495117,DDTConstruction,4,24,129,True,True
69,"[15, 14, 3, 10, 9, 13, 4, 12, 7, 0, 2, 8, 5, 11, 6, 1]",0.015228271484375,DDTConstruction,4,15,120,True,True
70,"[9, 4, 7, 5, 2, 0, 1, 15, 10, 3, 11, 12, 8, 6, 13, 14]",0.014890432357788086,DDTConstruction,4,18,123,True,True
71,"[2, 1, 10, 9, 13, 3, 0, 7, 11, 14, 8, 5, 12, 6, 15, 4]",0.024799108505249023,DDTConstruction,4,21,126,True,True
72,"[14, 10, 3, 11, 15, 7, 5, 4, 12, 1, 0, 13, 8, 9, 6, 2]",0.01265096664428711,DDTConstruction,4,24,129,True,True
73,"[12, 7, 0, 3, 14, 11, 6, 8, 13, 1, 5, 4, 9, 15, 2, 10]",0.01700758934020996,DDTConstruction,4,18,123,True,True
74,"[13, 8, 1, 5, 6, 12, 4, 7, 14, 3, 10, 0, 15, 11, 9, 2]",0.028310298919677734,DDTConstruction,4,24,129,True,True
75,"[6, 8, 11, 14, 13, 4, 1, 5, 2, 9, 0, 7, 3, 10, 12, 15]",0.01645374298095703,DDTConstruction,4,21,126,True,True
76,"[15, 8, 1, 7, 11, 9, 12, 14, 5, 13, 10, 3, 0, 4, 6, 2]",0.018392086029052734,DDTConstruction,4,24,129,True,True
77,"[10, 8, 12, 14, 9, 7, 0, 5, 15, 6, 13, 2, 1, 4, 11, 3]",0.016291379928588867,DDTConstruction,4,18,123,True,True
78,"[15, 9, 10, 13, 1, 11, 0, 12, 14, 5, 7, 4, 6, 8, 3, 2]",0.028074026107788086,DDTConstruction,4,18,123,True,True
79,"[1, 13, 4, 15, 0, 9, 11, 10, 2, 7, 5, 6, 8, 14, 3, 12]",0.0327301025390625,DDTConstruction,4,15,120,True,True
80,"[13, 10, 8, 3, 0, 6, 11, 12, 15, 7, 5, 4, 14, 1, 2, 9]",0.01699090003967285,DDTConstruction,4,18,123,True,True
81,"[1, 15, 9, 3, 12, 5, 13, 6, 11, 4, 8, 14, 2, 10, 7, 0]",0.01771855354309082,DDTConstruction,4,18,123,True,True
82,"[7, 9, 13, 4, 12, 5, 8, 11, 1, 14, 0, 6, 3, 15, 10, 2]",0.01499485969543457,DDTConstruction,4,15,120,True,True
83,"[5, 10, 2, 0, 1, 13, 3, 11, 8, 15, 14, 12, 6, 9, 7, 4]",0.10958027839660645,DDTConstruction,4,18,123,True,True
84,"[15, 0, 4, 10, 6, 1, 13, 7, 12, 5, 8, 3, 14, 9, 2, 11]",0.015239953994750977,DDTConstruction,4,21,126,True,True
85,"[15, 0, 3, 10, 2, 14, 4, 12, 13, 5, 9, 8, 1, 7, 11, 6]",0.03382396697998047,DDTConstruction,4,18,123,True,True
86,"[2, 14, 9, 0, 13, 7, 10, 3, 1, 5, 12, 6, 4, 15, 11, 8]",0.015794754028320312,DDTConstruction,4,21,126,True,True
87,"[3, 5, 0, 2, 1, 6, 14, 10, 11, 4, 15, 12, 8, 13, 9, 7]",0.015614032745361328,DDTConstruction,4,15,120,True,True
88,"[10, 1, 4, 7, 5, 8, 6, 0, 14, 15, 12, 13, 9, 2, 3, 11]",0.0360112190246582,DDTConstruction,4,21,126,True,True
89,"[11, 0, 13, 7, 14, 5, 6, 4, 9, 8, 10, 15, 2, 1, 12, 3]",0.017826318740844727,DDTConstruction,4,15,120,True,True
90,"[7, 6, 2, 15, 3, 1, 0, 8, 14, 10, 5, 4, 12, 11, 13, 9]",0.013592958450317383,DDTConstruction,4,18,123,True,True
91,"[13, 5, 8, 6, 0, 2, 11, 3, 9, 12, 1, 7, 10, 14, 4, 15]",0.09798860549926758,DDTConstruction,4,21,126,True,True
92,"[12, 8, 6, 1, 11, 15, 0, 10, 3, 13, 2, 14, 7, 5, 9, 4]",0.01589488983154297,DDTConstruction,4,18,123,True,True
93,"[0, 3, 8, 2, 1, 15, 7, 6, 13, 9, 10, 4, 11, 12, 5, 14]",0.014800071716308594,DDTConstruction,4,21,126,True,True
94,"[11, 15, 4, 14, 3, 2, 0, 10, 9, 5, 1, 12, 8, 13, 6, 7]",0.014191865921020508,DDTConstruction,4,18,123,True,True
95,"[3, 14, 2, 12, 11, 6, 7, 9, 13, 10, 5, 1, 4, 0, 8, 15]",0.015721797943115234,DDTConstruction,4,24,129,True,True
96,"[11, 9, 4, 0, 5, 6, 13, 1, 10, 15, 7, 2, 12, 8, 14, 3]",0.013671398162841797,DDTConstruction,4,18,123,True,True
97,"[7, 9, 0, 14, 2, 8, 13, 5, 10, 15, 3, 12, 11, 4, 1, 6]",0.013242483139038086,DDTConstruction,4,21,126,True,True
98,"[13, 3, 2, 8, 12, 11, 14, 1, 9, 10, 5, 6, 7, 0, 4, 15]",0.014557361602783203,DDTConstruction,4,21,126,True,True
99,"[8, 5, 10, 1, 11, 4, 6, 15, 9, 0, 3, 7, 14, 2, 13, 12]",0.02653670310974121,DDTConstruction,4,18,123,True,True
