,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
24,"[0, 1, 2, 6, 4, 3, 12, 5, 8, 11, 7, 13, 14, 10, 15, 9]",0.013962746,PrescribedDDT,4,21,126,2,TRUE
25,"[0, 1, 2, 6, 4, 12, 3, 5, 8, 11, 7, 14, 13, 10, 15, 9]",0.014960766,PrescribedDDT,4,21,126,2,TRUE
26,"[0, 1, 2, 7, 4, 9, 3, 15, 8, 14, 12, 10, 6, 11, 13, 5]",0.001995802,PrescribedDDT,4,21,126,2,TRUE
27,"[0, 1, 2, 9, 4, 5, 7, 10, 8, 13, 3, 15, 14, 11, 6, 12]",0.001993179,PrescribedDDT,4,24,129,2,TRUE
28,"[0, 1, 2, 5, 4, 6, 12, 11, 8, 13, 9, 3, 7, 15, 14, 10]",0.002991915,PrescribedDDT,4,15,120,4,TRUE
29,"[0, 1, 2, 15, 4, 5, 3, 12, 8, 13, 11, 6, 7, 14, 9, 10]",0.002993584,PrescribedDDT,4,18,123,4,TRUE
30,"[0, 1, 2, 7, 4, 14, 15, 6, 8, 12, 11, 13, 10, 3, 5, 9]",0.004986763,PrescribedDDT,4,18,123,4,TRUE
31,"[0, 1, 2, 11, 4, 14, 15, 5, 8, 6, 9, 12, 7, 3, 10, 13]",0.022909403,PrescribedDDT,4,21,126,2,TRUE
32,"[0, 1, 2, 15, 4, 7, 14, 13, 8, 6, 5, 9, 11, 12, 10, 3]",0.00398922,PrescribedDDT,4,15,120,4,TRUE
33,"[0, 1, 2, 9, 4, 10, 12, 5, 8, 15, 7, 3, 13, 11, 14, 6]",0.001994371,PrescribedDDT,4,15,120,4,TRUE
34,"[0, 1, 2, 5, 4, 7, 3, 10, 8, 9, 14, 6, 11, 12, 13, 15]",0.00398922,PrescribedDDT,4,21,126,2,TRUE
35,"[0, 1, 2, 15, 4, 10, 14, 12, 8, 3, 5, 9, 11, 13, 7, 6]",0.002992392,PrescribedDDT,4,24,129,4,TRUE
36,"[0, 1, 2, 11, 4, 9, 6, 14, 8, 12, 5, 7, 10, 3, 15, 13]",0.004986763,PrescribedDDT,4,15,120,4,TRUE
37,"[0, 1, 2, 10, 4, 12, 13, 3, 8, 6, 5, 7, 11, 14, 9, 15]",0.00398922,PrescribedDDT,4,21,126,2,TRUE
38,"[0, 1, 2, 12, 4, 5, 15, 9, 8, 7, 3, 6, 14, 10, 11, 13]",0.004986525,PrescribedDDT,4,21,126,2,TRUE
39,"[0, 1, 2, 15, 4, 14, 6, 13, 8, 9, 12, 3, 11, 7, 5, 10]",0.00398922,PrescribedDDT,4,21,126,2,TRUE
40,"[0, 1, 2, 10, 4, 12, 9, 11, 8, 5, 3, 13, 7, 14, 6, 15]",0.002992153,PrescribedDDT,4,21,126,2,TRUE
41,"[0, 1, 2, 6, 4, 12, 13, 9, 8, 14, 5, 15, 3, 10, 11, 7]",0.001994848,PrescribedDDT,4,18,123,4,TRUE
42,"[0, 1, 2, 11, 4, 15, 5, 10, 8, 6, 14, 13, 7, 12, 9, 3]",0.013962507,PrescribedDDT,4,21,126,2,TRUE
43,"[0, 1, 2, 5, 4, 6, 12, 15, 8, 11, 10, 7, 14, 3, 13, 9]",0.00199461,PrescribedDDT,4,21,126,2,TRUE
44,"[0, 1, 2, 15, 4, 6, 12, 7, 8, 10, 14, 3, 13, 11, 5, 9]",0.002991915,PrescribedDDT,4,24,129,2,TRUE
45,"[0, 1, 2, 15, 4, 5, 12, 14, 8, 11, 3, 6, 13, 7, 10, 9]",0.002992153,PrescribedDDT,4,18,123,4,TRUE
46,"[0, 1, 2, 15, 4, 13, 14, 5, 8, 6, 12, 9, 3, 7, 10, 11]",0.005984068,PrescribedDDT,4,24,129,2,TRUE
47,"[0, 1, 2, 3, 4, 6, 14, 13, 8, 15, 9, 12, 5, 10, 11, 7]",0.002992153,PrescribedDDT,4,15,120,4,TRUE
48,"[0, 1, 2, 7, 4, 12, 10, 15, 8, 14, 9, 5, 13, 3, 11, 6]",0.013962507,PrescribedDDT,4,21,126,2,TRUE
49,"[0, 1, 2, 14, 4, 13, 7, 11, 8, 10, 15, 6, 5, 3, 12, 9]",0.086274147,PrescribedDDT,4,21,126,2,TRUE
50,"[0, 1, 2, 6, 4, 15, 11, 3, 8, 5, 13, 7, 9, 10, 14, 12]",0.004986763,PrescribedDDT,4,18,123,4,TRUE
51,"[0, 1, 2, 9, 4, 7, 14, 11, 8, 12, 6, 10, 13, 3, 15, 5]",0.00199461,PrescribedDDT,4,18,123,4,TRUE
52,"[0, 1, 2, 13, 4, 10, 3, 15, 8, 14, 11, 9, 12, 7, 5, 6]",0.006981373,PrescribedDDT,4,15,120,4,TRUE
53,"[0, 1, 2, 6, 4, 7, 14, 11, 8, 3, 5, 10, 13, 9, 12, 15]",0.009973288,PrescribedDDT,4,15,120,4,TRUE
54,"[0, 1, 2, 15, 4, 7, 13, 12, 8, 5, 14, 10, 9, 11, 3, 6]",0.006981611,PrescribedDDT,4,15,120,4,TRUE
55,"[0, 1, 2, 14, 4, 10, 7, 9, 8, 12, 13, 6, 5, 3, 11, 15]",0.003989458,PrescribedDDT,4,18,123,4,TRUE
56,"[0, 1, 2, 3, 4, 11, 12, 14, 8, 6, 7, 10, 5, 9, 15, 13]",0.00199461,PrescribedDDT,4,18,123,4,TRUE
57,"[0, 1, 2, 11, 4, 9, 3, 10, 8, 6, 14, 12, 5, 15, 13, 7]",0.014960051,PrescribedDDT,4,24,129,2,TRUE
58,"[0, 1, 2, 6, 4, 14, 3, 5, 8, 9, 11, 12, 15, 10, 13, 7]",0.013992548,PrescribedDDT,4,21,126,2,TRUE
59,"[0, 1, 2, 15, 4, 9, 13, 12, 8, 14, 11, 7, 5, 3, 10, 6]",0.002989292,PrescribedDDT,4,24,129,2,TRUE
60,"[0, 1, 2, 12, 4, 6, 10, 3, 8, 9, 7, 15, 14, 11, 13, 5]",0.00498867,PrescribedDDT,4,18,123,4,TRUE
61,"[0, 1, 2, 13, 4, 9, 5, 10, 8, 14, 3, 11, 12, 6, 15, 7]",0.001995087,PrescribedDDT,4,24,129,4,TRUE
62,"[0, 1, 2, 6, 4, 10, 7, 9, 8, 15, 13, 14, 5, 12, 3, 11]",0.002989769,PrescribedDDT,4,18,123,4,TRUE
63,"[0, 1, 2, 6, 4, 15, 10, 13, 8, 9, 7, 3, 5, 11, 14, 12]",0.002992392,PrescribedDDT,4,24,129,2,TRUE
64,"[0, 1, 2, 5, 4, 10, 7, 15, 8, 3, 14, 11, 6, 12, 13, 9]",0.001998663,PrescribedDDT,4,18,123,4,TRUE
65,"[0, 1, 2, 15, 4, 13, 7, 14, 8, 12, 3, 11, 9, 10, 6, 5]",0.002987862,PrescribedDDT,4,24,129,2,TRUE
66,"[0, 1, 2, 3, 4, 13, 11, 9, 8, 10, 6, 15, 14, 5, 7, 12]",0.001995087,PrescribedDDT,4,24,129,4,TRUE
67,"[0, 1, 2, 10, 4, 11, 12, 9, 8, 5, 7, 13, 6, 15, 3, 14]",0.002983093,PrescribedDDT,4,24,129,2,TRUE
68,"[0, 1, 2, 11, 4, 12, 14, 3, 8, 5, 6, 9, 15, 10, 7, 13]",0.003000736,PrescribedDDT,4,15,120,4,TRUE
69,"[0, 1, 2, 14, 4, 9, 15, 6, 8, 12, 10, 13, 3, 11, 5, 7]",0.005983829,PrescribedDDT,4,18,123,4,TRUE
70,"[0, 1, 2, 15, 4, 11, 10, 9, 8, 6, 14, 5, 7, 12, 3, 13]",0.00797677,PrescribedDDT,4,24,129,2,TRUE
71,"[0, 1, 2, 15, 4, 12, 5, 3, 8, 6, 10, 13, 7, 11, 9, 14]",0.002991199,PrescribedDDT,4,21,126,2,TRUE
72,"[0, 1, 2, 6, 4, 9, 12, 3, 8, 5, 11, 7, 15, 14, 10, 13]",0.00399375,PrescribedDDT,4,18,123,4,TRUE
73,"[0, 1, 2, 15, 4, 12, 6, 5, 8, 11, 13, 7, 3, 9, 10, 14]",0.00199461,PrescribedDDT,4,18,123,4,TRUE
74,"[0, 1, 2, 6, 4, 9, 15, 12, 8, 13, 7, 3, 5, 14, 11, 10]",0.001965761,PrescribedDDT,4,21,126,2,TRUE
75,"[0, 1, 2, 5, 4, 6, 15, 14, 8, 3, 12, 10, 7, 11, 9, 13]",0.003018618,PrescribedDDT,4,15,120,4,TRUE
76,"[0, 1, 2, 6, 4, 14, 7, 10, 8, 15, 9, 5, 3, 12, 11, 13]",0.004987717,PrescribedDDT,4,15,120,4,TRUE
77,"[0, 1, 2, 10, 4, 5, 3, 13, 8, 6, 9, 12, 7, 14, 15, 11]",0.002993107,PrescribedDDT,4,15,120,4,TRUE
78,"[0, 1, 2, 14, 4, 13, 3, 7, 8, 10, 5, 9, 12, 11, 15, 6]",0.001992702,PrescribedDDT,4,24,129,2,TRUE
79,"[0, 1, 2, 13, 4, 3, 10, 7, 8, 12, 14, 6, 11, 9, 15, 5]",0.003985882,PrescribedDDT,4,18,123,4,TRUE
80,"[0, 1, 2, 6, 4, 10, 15, 11, 8, 5, 13, 3, 7, 12, 14, 9]",0.001994848,PrescribedDDT,4,24,129,2,TRUE
81,"[0, 1, 2, 15, 4, 5, 13, 9, 8, 10, 11, 7, 3, 12, 14, 6]",0.002968311,PrescribedDDT,4,21,126,2,TRUE
82,"[0, 1, 2, 10, 4, 14, 15, 9, 8, 5, 6, 12, 7, 3, 13, 11]",0.007008791,PrescribedDDT,4,21,126,2,TRUE
83,"[0, 1, 2, 3, 4, 14, 7, 13, 8, 10, 5, 12, 6, 15, 9, 11]",0.002991676,PrescribedDDT,4,24,129,4,TRUE
84,"[0, 1, 2, 10, 4, 15, 14, 5, 8, 6, 11, 7, 13, 12, 9, 3]",0.03294301,PrescribedDDT,4,21,126,2,TRUE
85,"[0, 1, 2, 6, 4, 10, 7, 15, 8, 5, 9, 13, 14, 3, 11, 12]",0.003084421,PrescribedDDT,4,18,123,4,TRUE
86,"[0, 1, 2, 5, 4, 13, 7, 10, 8, 6, 3, 14, 15, 11, 9, 12]",0.00395298,PrescribedDDT,4,18,123,4,TRUE
87,"[0, 1, 2, 7, 4, 15, 9, 13, 8, 12, 14, 6, 10, 11, 5, 3]",0.002992392,PrescribedDDT,4,21,126,2,TRUE
88,"[0, 1, 2, 13, 4, 11, 12, 10, 8, 15, 3, 6, 9, 5, 7, 14]",0.003382683,PrescribedDDT,4,21,126,2,TRUE
89,"[0, 1, 2, 14, 4, 6, 11, 5, 8, 12, 15, 9, 10, 7, 13, 3]",0.002556562,PrescribedDDT,4,21,126,2,TRUE
90,"[0, 1, 2, 6, 4, 11, 7, 15, 8, 14, 9, 13, 12, 5, 10, 3]",0.004984379,PrescribedDDT,4,18,123,4,TRUE
91,"[0, 1, 2, 3, 4, 15, 9, 12, 8, 6, 11, 13, 14, 5, 7, 10]",0.002054214,PrescribedDDT,4,15,120,4,TRUE
92,"[0, 1, 2, 12, 4, 5, 3, 10, 8, 7, 15, 13, 11, 6, 9, 14]",0.003958702,PrescribedDDT,4,24,129,4,TRUE
93,"[0, 1, 2, 12, 4, 14, 10, 6, 8, 15, 7, 5, 13, 9, 11, 3]",0.026573658,PrescribedDDT,4,21,126,2,TRUE
94,"[0, 1, 2, 10, 4, 9, 3, 13, 8, 11, 14, 5, 12, 7, 6, 15]",0.00199461,PrescribedDDT,4,21,126,2,TRUE
95,"[0, 1, 2, 5, 4, 6, 14, 10, 8, 7, 13, 12, 9, 11, 15, 3]",0.010970831,PrescribedDDT,4,18,123,4,TRUE
96,"[0, 1, 2, 7, 4, 13, 14, 9, 8, 10, 3, 12, 6, 5, 11, 15]",0.002963543,PrescribedDDT,4,18,123,4,TRUE
97,"[0, 1, 2, 3, 4, 13, 5, 9, 8, 6, 14, 12, 10, 7, 11, 15]",0.002992868,PrescribedDDT,4,15,120,4,TRUE
98,"[0, 1, 2, 13, 4, 14, 7, 3, 8, 6, 5, 12, 11, 15, 9, 10]",0.003989458,PrescribedDDT,4,18,123,4,TRUE
99,"[0, 1, 2, 6, 4, 10, 13, 7, 8, 14, 15, 5, 12, 9, 3, 11]",0.002991915,PrescribedDDT,4,21,126,2,TRUE
