,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
44,"[0, 1, 2, 10, 4, 12, 7, 14, 8, 13, 9, 3, 5, 15, 6, 11]",0.001994848,PrescribedDDT,6,5,136,2,TRUE
45,"[0, 1, 2, 6, 4, 9, 13, 3, 8, 5, 7, 15, 11, 12, 14, 10]",0.002991915,PrescribedDDT,10,1,134,2,TRUE
46,"[0, 1, 2, 12, 4, 13, 3, 14, 8, 9, 5, 15, 10, 7, 11, 6]",0.00199461,PrescribedDDT,8,3,144,2,TRUE
47,"[0, 1, 2, 3, 4, 13, 6, 7, 8, 9, 5, 15, 14, 12, 11, 10]",0.00199461,PrescribedDDT,10,1,140,2,TRUE
48,"[0, 1, 2, 5, 4, 6, 9, 12, 8, 7, 11, 15, 14, 3, 13, 10]",0.00199461,PrescribedDDT,4,18,123,4,TRUE
49,"[0, 1, 2, 15, 4, 7, 5, 13, 8, 10, 14, 9, 3, 11, 6, 12]",0.001994848,PrescribedDDT,4,18,123,4,TRUE
50,"[0, 1, 2, 10, 4, 13, 15, 11, 8, 9, 6, 7, 5, 14, 3, 12]",0.00199461,PrescribedDDT,6,2,130,2,TRUE
51,"[0, 1, 2, 3, 4, 9, 7, 11, 8, 14, 6, 12, 5, 13, 10, 15]",0.001994848,PrescribedDDT,10,1,140,2,TRUE
52,"[0, 1, 2, 6, 4, 10, 3, 15, 8, 13, 11, 7, 12, 9, 14, 5]",0.00199461,PrescribedDDT,6,5,136,2,TRUE
53,"[0, 1, 2, 10, 4, 15, 14, 13, 8, 11, 3, 12, 5, 6, 7, 9]",0.001994371,PrescribedDDT,6,4,131,2,TRUE
54,"[0, 1, 2, 11, 4, 15, 14, 6, 8, 5, 12, 3, 9, 7, 13, 10]",0.001994848,PrescribedDDT,6,1,122,4,TRUE
55,"[0, 1, 2, 9, 4, 15, 6, 14, 8, 11, 10, 13, 12, 3, 7, 5]",0.002992153,PrescribedDDT,8,3,141,2,TRUE
56,"[0, 1, 2, 13, 4, 10, 5, 11, 8, 12, 9, 15, 14, 7, 6, 3]",0.001994371,PrescribedDDT,8,1,131,2,TRUE
57,"[0, 1, 2, 3, 4, 12, 5, 15, 8, 7, 11, 13, 10, 14, 6, 9]",0.001994848,PrescribedDDT,6,5,136,2,TRUE
58,"[0, 1, 2, 12, 4, 14, 15, 3, 8, 13, 9, 6, 10, 5, 11, 7]",0.00199461,PrescribedDDT,6,3,132,2,TRUE
59,"[0, 1, 2, 13, 4, 15, 3, 12, 8, 14, 5, 11, 9, 7, 10, 6]",0.00199461,PrescribedDDT,6,5,133,2,TRUE
60,"[0, 1, 2, 9, 4, 5, 6, 15, 8, 13, 14, 12, 7, 11, 3, 10]",0.001994848,PrescribedDDT,6,4,131,2,TRUE
61,"[0, 1, 2, 5, 4, 9, 12, 10, 8, 13, 6, 15, 7, 11, 14, 3]",0.00199461,PrescribedDDT,8,1,136,2,TRUE
62,"[0, 1, 2, 9, 4, 11, 14, 13, 8, 15, 3, 12, 10, 7, 5, 6]",0.00199461,PrescribedDDT,6,2,127,2,TRUE
63,"[0, 1, 2, 3, 4, 9, 10, 11, 8, 15, 14, 12, 5, 6, 7, 13]",0.00199461,PrescribedDDT,8,2,136,2,TRUE
64,"[0, 1, 2, 15, 4, 13, 11, 3, 8, 7, 12, 10, 14, 6, 9, 5]",0.001994848,PrescribedDDT,8,1,128,2,TRUE
65,"[0, 1, 2, 7, 4, 13, 6, 15, 8, 11, 5, 12, 10, 14, 3, 9]",0.001994371,PrescribedDDT,6,2,127,2,TRUE
66,"[0, 1, 2, 6, 4, 5, 14, 12, 8, 7, 11, 15, 9, 10, 3, 13]",0.001994848,PrescribedDDT,4,15,120,4,TRUE
67,"[0, 1, 2, 10, 4, 5, 3, 14, 8, 13, 11, 9, 7, 6, 15, 12]",0.001994848,PrescribedDDT,8,1,138,2,TRUE
68,"[0, 1, 2, 9, 4, 7, 10, 12, 8, 15, 11, 3, 5, 13, 14, 6]",0.001994371,PrescribedDDT,6,8,136,2,TRUE
69,"[0, 1, 2, 12, 4, 6, 9, 7, 8, 13, 10, 15, 11, 3, 5, 14]",0.002992153,PrescribedDDT,6,5,136,2,TRUE
70,"[0, 1, 2, 12, 4, 5, 6, 7, 8, 3, 11, 9, 15, 14, 13, 10]",0.001994848,PrescribedDDT,8,3,138,2,TRUE
71,"[0, 1, 2, 6, 4, 10, 12, 15, 8, 5, 13, 11, 3, 7, 9, 14]",0.001994371,PrescribedDDT,6,4,131,2,TRUE
72,"[0, 1, 2, 11, 4, 3, 12, 7, 8, 9, 5, 10, 15, 14, 13, 6]",0.001994848,PrescribedDDT,6,5,136,2,TRUE
73,"[0, 1, 2, 9, 4, 6, 14, 11, 8, 12, 10, 15, 5, 13, 7, 3]",0.00199461,PrescribedDDT,8,1,141,2,TRUE
74,"[0, 1, 2, 5, 4, 14, 13, 15, 8, 3, 9, 6, 11, 12, 10, 7]",0.00199461,PrescribedDDT,6,4,131,2,TRUE
75,"[0, 1, 2, 10, 4, 14, 3, 11, 8, 9, 6, 15, 7, 13, 12, 5]",0.00199461,PrescribedDDT,8,1,136,2,TRUE
76,"[0, 1, 2, 3, 4, 5, 11, 13, 8, 7, 14, 6, 9, 15, 12, 10]",0.00199461,PrescribedDDT,8,1,136,2,TRUE
77,"[0, 1, 2, 10, 4, 6, 15, 13, 8, 11, 3, 7, 5, 9, 14, 12]",0.001994848,PrescribedDDT,10,1,144,2,TRUE
78,"[0, 1, 2, 14, 4, 3, 9, 10, 8, 12, 11, 5, 6, 15, 7, 13]",0.00199461,PrescribedDDT,4,15,120,4,TRUE
79,"[0, 1, 2, 3, 4, 10, 9, 6, 8, 13, 7, 12, 5, 14, 11, 15]",0.00199461,PrescribedDDT,6,2,127,4,TRUE
80,"[0, 1, 2, 10, 4, 15, 6, 12, 8, 3, 9, 5, 13, 14, 11, 7]",0.00199461,PrescribedDDT,8,1,134,2,TRUE
81,"[0, 1, 2, 9, 4, 14, 3, 15, 8, 12, 7, 11, 6, 13, 5, 10]",0.001994848,PrescribedDDT,8,3,143,2,TRUE
82,"[0, 1, 2, 5, 4, 6, 14, 3, 8, 15, 12, 10, 9, 7, 13, 11]",0.001994371,PrescribedDDT,6,5,133,2,TRUE
83,"[0, 1, 2, 5, 4, 14, 6, 7, 8, 9, 3, 11, 12, 10, 15, 13]",0.001994848,PrescribedDDT,6,15,141,2,TRUE
84,"[0, 1, 2, 11, 4, 12, 15, 10, 8, 3, 13, 9, 14, 7, 6, 5]",0.001994848,PrescribedDDT,8,1,134,2,TRUE
85,"[0, 1, 2, 10, 4, 7, 15, 6, 8, 3, 12, 11, 13, 14, 5, 9]",0.00199461,PrescribedDDT,6,2,133,2,TRUE
86,"[0, 1, 2, 3, 4, 9, 5, 11, 8, 12, 10, 14, 13, 15, 6, 7]",0.00199461,PrescribedDDT,10,1,134,2,TRUE
87,"[0, 1, 2, 5, 4, 6, 12, 13, 8, 7, 10, 15, 11, 9, 3, 14]",0.002992153,PrescribedDDT,6,6,135,2,TRUE
88,"[0, 1, 2, 15, 4, 10, 5, 3, 8, 14, 7, 6, 12, 13, 11, 9]",0.001994371,PrescribedDDT,6,2,127,2,TRUE
89,"[0, 1, 2, 15, 4, 13, 10, 5, 8, 3, 6, 14, 12, 11, 9, 7]",0.001994848,PrescribedDDT,6,2,130,2,TRUE
90,"[0, 1, 2, 7, 4, 11, 6, 13, 8, 14, 15, 12, 10, 5, 9, 3]",0.00199461,PrescribedDDT,6,4,131,2,TRUE
91,"[0, 1, 2, 6, 4, 3, 15, 5, 8, 12, 14, 13, 7, 9, 11, 10]",0.00199461,PrescribedDDT,6,1,125,2,TRUE
92,"[0, 1, 2, 10, 4, 9, 14, 15, 8, 12, 5, 6, 7, 3, 13, 11]",0.00199461,PrescribedDDT,6,2,124,2,TRUE
93,"[0, 1, 2, 9, 4, 5, 14, 15, 8, 6, 11, 7, 10, 13, 12, 3]",0.001994848,PrescribedDDT,6,4,128,2,TRUE
94,"[0, 1, 2, 15, 4, 5, 11, 10, 8, 13, 6, 14, 7, 12, 3, 9]",0.00199461,PrescribedDDT,6,8,136,2,TRUE
95,"[0, 1, 2, 15, 4, 5, 10, 12, 8, 11, 3, 9, 14, 7, 13, 6]",0.001994371,PrescribedDDT,10,1,140,2,TRUE
96,"[0, 1, 2, 13, 4, 7, 10, 14, 8, 5, 9, 12, 15, 11, 3, 6]",0.001995087,PrescribedDDT,4,21,126,2,TRUE
97,"[0, 1, 2, 12, 4, 11, 3, 7, 8, 15, 5, 10, 14, 13, 9, 6]",0.001994371,PrescribedDDT,6,5,133,2,TRUE
98,"[0, 1, 2, 12, 4, 11, 3, 6, 8, 9, 15, 7, 14, 5, 10, 13]",0.001994848,PrescribedDDT,6,2,127,2,TRUE
99,"[0, 1, 2, 10, 4, 13, 11, 9, 8, 5, 6, 3, 7, 12, 15, 14]",0.00199461,PrescribedDDT,8,1,129,2,TRUE
