,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
39,"[0, 1, 2, 6, 4, 3, 7, 5]",0.001021862,PrescribedDDT,2,28,21,2,TRUE
40,"[0, 1, 2, 7, 4, 6, 5, 3]",0.001995325,PrescribedDDT,4,6,27,0,TRUE
41,"[0, 1, 2, 3, 4, 6, 7, 5]",0.001993895,PrescribedDDT,4,6,27,0,TRUE
42,"[0, 1, 2, 3, 4, 7, 5, 6]",0.00299263,PrescribedDDT,4,6,27,0,TRUE
43,"[0, 1, 2, 6, 4, 5, 7, 3]",0.002998114,PrescribedDDT,4,6,27,0,TRUE
44,"[0, 1, 2, 6, 4, 3, 5, 7]",0.001987696,PrescribedDDT,4,6,27,0,TRUE
45,"[0, 1, 2, 6, 4, 3, 5, 7]",0.001994848,PrescribedDDT,4,6,27,0,TRUE
46,"[0, 1, 2, 7, 4, 6, 3, 5]",0.001971006,PrescribedDDT,2,28,21,2,TRUE
47,"[0, 1, 2, 3, 4, 7, 5, 6]",0.001021862,PrescribedDDT,4,6,27,0,TRUE
48,"[0, 1, 2, 7, 4, 5, 3, 6]",0.001993656,PrescribedDDT,4,6,27,0,TRUE
49,"[0, 1, 2, 5, 4, 7, 6, 3]",0.001971006,PrescribedDDT,4,6,27,0,TRUE
50,"[0, 1, 2, 6, 4, 3, 5, 7]",0.00201869,PrescribedDDT,4,6,27,0,TRUE
51,"[0, 1, 2, 7, 4, 3, 5, 6]",0.001995087,PrescribedDDT,2,28,21,2,TRUE
52,"[0, 1, 2, 5, 4, 6, 7, 3]",0.00199461,PrescribedDDT,2,28,21,2,TRUE
53,"[0, 1, 2, 6, 4, 5, 7, 3]",0.001996517,PrescribedDDT,4,6,27,0,TRUE
54,"[0, 1, 2, 6, 4, 7, 5, 3]",0.002989769,PrescribedDDT,2,28,21,2,TRUE
55,"[0, 1, 2, 7, 4, 5, 3, 6]",0.002992392,PrescribedDDT,4,6,27,0,TRUE
56,"[0, 1, 2, 7, 4, 6, 3, 5]",0.001995087,PrescribedDDT,2,28,21,2,TRUE
57,"[0, 1, 2, 6, 4, 3, 5, 7]",0.001993656,PrescribedDDT,4,6,27,0,TRUE
58,"[0, 1, 2, 3, 4, 7, 5, 6]",0.001994848,PrescribedDDT,4,6,27,0,TRUE
59,"[0, 1, 2, 6, 4, 5, 7, 3]",0.001001596,PrescribedDDT,4,6,27,0,TRUE
60,"[0, 1, 2, 7, 4, 6, 5, 3]",0.001966476,PrescribedDDT,4,6,27,0,TRUE
61,"[0, 1, 2, 5, 4, 7, 6, 3]",0.001025438,PrescribedDDT,4,6,27,0,TRUE
62,"[0, 1, 2, 7, 4, 6, 5, 3]",0.002989054,PrescribedDDT,4,6,27,0,TRUE
63,"[0, 1, 2, 7, 4, 5, 3, 6]",0.001993656,PrescribedDDT,4,6,27,0,TRUE
64,"[0, 1, 2, 5, 4, 7, 6, 3]",0.001994371,PrescribedDDT,4,6,27,0,TRUE
65,"[0, 1, 2, 7, 4, 3, 5, 6]",0.001000881,PrescribedDDT,2,28,21,2,TRUE
66,"[0, 1, 2, 7, 4, 3, 5, 6]",0.001991987,PrescribedDDT,2,28,21,2,TRUE
67,"[0, 1, 2, 5, 4, 3, 7, 6]",0.001994133,PrescribedDDT,4,6,27,0,TRUE
68,"[0, 1, 2, 3, 4, 6, 7, 5]",0.002991438,PrescribedDDT,4,6,27,0,TRUE
69,"[0, 1, 2, 3, 4, 7, 5, 6]",0.001000643,PrescribedDDT,4,6,27,0,TRUE
70,"[0, 1, 2, 3, 4, 6, 7, 5]",0.001991987,PrescribedDDT,4,6,27,0,TRUE
71,"[0, 1, 2, 3, 4, 6, 7, 5]",0.003989458,PrescribedDDT,4,6,27,0,TRUE
72,"[0, 1, 2, 3, 4, 7, 5, 6]",0.001970291,PrescribedDDT,4,6,27,0,TRUE
73,"[0, 1, 2, 5, 4, 7, 6, 3]",0.001021147,PrescribedDDT,4,6,27,0,TRUE
74,"[0, 1, 2, 6, 4, 3, 5, 7]",0.001971006,PrescribedDDT,4,6,27,0,TRUE
75,"[0, 1, 2, 7, 4, 3, 6, 5]",0.00199461,PrescribedDDT,4,6,27,0,TRUE
76,"[0, 1, 2, 5, 4, 6, 7, 3]",0.001021385,PrescribedDDT,2,28,21,2,TRUE
77,"[0, 1, 2, 7, 4, 3, 5, 6]",0.001000404,PrescribedDDT,2,28,21,2,TRUE
78,"[0, 1, 2, 7, 4, 6, 3, 5]",0.002993107,PrescribedDDT,2,28,21,2,TRUE
79,"[0, 1, 2, 3, 4, 6, 7, 5]",0.001994848,PrescribedDDT,4,6,27,0,TRUE
80,"[0, 1, 2, 3, 4, 7, 5, 6]",0.001966715,PrescribedDDT,4,6,27,0,TRUE
81,"[0, 1, 2, 7, 4, 3, 6, 5]",0.00199461,PrescribedDDT,4,6,27,0,TRUE
82,"[0, 1, 2, 5, 4, 7, 6, 3]",0.00199461,PrescribedDDT,4,6,27,0,TRUE
83,"[0, 1, 2, 7, 4, 6, 5, 3]",0.003989458,PrescribedDDT,4,6,27,0,TRUE
84,"[0, 1, 2, 6, 4, 7, 3, 5]",0.00199461,PrescribedDDT,4,6,27,0,TRUE
85,"[0, 1, 2, 5, 4, 7, 3, 6]",0.00199461,PrescribedDDT,2,28,21,2,TRUE
86,"[0, 1, 2, 6, 4, 5, 7, 3]",0.00199461,PrescribedDDT,4,6,27,0,TRUE
87,"[0, 1, 2, 5, 4, 6, 7, 3]",0.001995087,PrescribedDDT,2,28,21,2,TRUE
88,"[0, 1, 2, 3, 4, 7, 5, 6]",0.003988981,PrescribedDDT,4,6,27,0,TRUE
89,"[0, 1, 2, 3, 4, 6, 7, 5]",0.001994371,PrescribedDDT,4,6,27,0,TRUE
90,"[0, 1, 2, 6, 4, 5, 7, 3]",0.001994848,PrescribedDDT,4,6,27,0,TRUE
91,"[0, 1, 2, 3, 4, 6, 7, 5]",0.001994848,PrescribedDDT,4,6,27,0,TRUE
92,"[0, 1, 2, 6, 4, 7, 5, 3]",0.001994848,PrescribedDDT,2,28,21,2,TRUE
93,"[0, 1, 2, 5, 4, 3, 7, 6]",0.002991676,PrescribedDDT,4,6,27,0,TRUE
94,"[0, 1, 2, 3, 4, 6, 7, 5]",0.002991915,PrescribedDDT,4,6,27,0,TRUE
95,"[0, 1, 2, 7, 4, 5, 3, 6]",0.001993895,PrescribedDDT,4,6,27,0,TRUE
96,"[0, 1, 2, 3, 4, 7, 5, 6]",0.001995087,PrescribedDDT,4,6,27,0,TRUE
97,"[0, 1, 2, 6, 4, 3, 5, 7]",0.001995325,PrescribedDDT,4,6,27,0,TRUE
98,"[0, 1, 2, 3, 4, 7, 5, 6]",0.003989458,PrescribedDDT,4,6,27,0,TRUE
99,"[0, 1, 2, 5, 4, 7, 3, 6]",0.00199461,PrescribedDDT,2,28,21,2,TRUE
