,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
66,"[0, 1, 2, 6, 4, 3, 7, 5]",0.000997782,PrescribedDDT,2,28,21,2,TRUE
67,"[0, 1, 2, 3, 4, 7, 5, 6]",0.001994371,PrescribedDDT,4,6,27,0,TRUE
68,"[0, 1, 2, 3, 4, 7, 5, 6]",0.001994848,PrescribedDDT,4,6,27,0,TRUE
69,"[0, 1, 2, 3, 4, 7, 5, 6]",0.001002312,PrescribedDDT,4,6,27,0,TRUE
70,"[0, 1, 2, 7, 4, 5, 3, 6]",0.00099206,PrescribedDDT,4,6,27,0,TRUE
71,"[0, 1, 2, 3, 4, 6, 7, 5]",0.000997782,PrescribedDDT,4,6,27,0,TRUE
72,"[0, 1, 2, 3, 4, 6, 7, 5]",0.001994371,PrescribedDDT,4,6,27,0,TRUE
73,"[0, 1, 2, 6, 4, 3, 5, 7]",0.000997305,PrescribedDDT,4,6,27,0,TRUE
74,"[0, 1, 2, 7, 4, 6, 3, 5]",0.000997543,PrescribedDDT,2,28,21,2,TRUE
75,"[0, 1, 2, 5, 4, 6, 7, 3]",0.000997543,PrescribedDDT,2,28,21,2,TRUE
76,"[0, 1, 2, 5, 4, 6, 3, 7]",0.000997066,PrescribedDDT,4,6,27,0,TRUE
77,"[0, 1, 2, 7, 4, 5, 3, 6]",0.000997066,PrescribedDDT,4,6,27,0,TRUE
78,"[0, 1, 2, 7, 4, 3, 5, 6]",0.000997543,PrescribedDDT,2,28,21,2,TRUE
79,"[0, 1, 2, 6, 4, 7, 5, 3]",0.000997305,PrescribedDDT,2,28,21,2,TRUE
80,"[0, 1, 2, 7, 4, 5, 3, 6]",0.00199461,PrescribedDDT,4,6,27,0,TRUE
81,"[0, 1, 2, 6, 4, 3, 5, 7]",0.000997305,PrescribedDDT,4,6,27,0,TRUE
82,"[0, 1, 2, 5, 4, 6, 7, 3]",0.000997543,PrescribedDDT,2,28,21,2,TRUE
83,"[0, 1, 2, 3, 4, 7, 5, 6]",0.000997066,PrescribedDDT,4,6,27,0,TRUE
84,"[0, 1, 2, 3, 4, 6, 7, 5]",0.000997543,PrescribedDDT,4,6,27,0,TRUE
85,"[0, 1, 2, 3, 4, 7, 5, 6]",0.000997305,PrescribedDDT,4,6,27,0,TRUE
86,"[0, 1, 2, 3, 4, 6, 7, 5]",0.001995325,PrescribedDDT,4,6,27,0,TRUE
87,"[0, 1, 2, 7, 4, 3, 6, 5]",0.00099659,PrescribedDDT,4,6,27,0,TRUE
88,"[0, 1, 2, 5, 4, 6, 3, 7]",0.000997305,PrescribedDDT,4,6,27,0,TRUE
89,"[0, 1, 2, 6, 4, 3, 7, 5]",0.000997543,PrescribedDDT,2,28,21,2,TRUE
90,"[0, 1, 2, 3, 4, 6, 7, 5]",0.000997305,PrescribedDDT,4,6,27,0,TRUE
91,"[0, 1, 2, 7, 4, 6, 5, 3]",0.000997066,PrescribedDDT,4,6,27,0,TRUE
92,"[0, 1, 2, 5, 4, 3, 7, 6]",0.000997305,PrescribedDDT,4,6,27,0,TRUE
93,"[0, 1, 2, 7, 4, 3, 6, 5]",0.001994848,PrescribedDDT,4,6,27,0,TRUE
94,"[0, 1, 2, 5, 4, 7, 3, 6]",0.000997305,PrescribedDDT,2,28,21,2,TRUE
95,"[0, 1, 2, 3, 4, 7, 5, 6]",0.000997543,PrescribedDDT,4,6,27,0,TRUE
96,"[0, 1, 2, 6, 4, 7, 5, 3]",0.000997305,PrescribedDDT,2,28,21,2,TRUE
97,"[0, 1, 2, 5, 4, 7, 3, 6]",0.000997066,PrescribedDDT,2,28,21,2,TRUE
98,"[0, 1, 2, 7, 4, 6, 5, 3]",0.000997305,PrescribedDDT,4,6,27,0,TRUE
99,"[0, 1, 2, 5, 4, 3, 7, 6]",0.00099802,PrescribedDDT,4,6,27,0,TRUE
