,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
82,"[0, 1, 2, 15, 4, 3, 12, 9, 8, 7, 13, 10, 6, 5, 11, 14]",0.001995564,PrescribedDDT,6,3,132,2,TRUE
83,"[0, 1, 2, 15, 4, 9, 6, 5, 8, 11, 7, 14, 10, 13, 12, 3]",0.001994848,PrescribedDDT,6,5,133,2,TRUE
84,"[0, 1, 2, 10, 4, 5, 13, 14, 8, 3, 9, 12, 7, 11, 6, 15]",0.001996756,PrescribedDDT,6,4,131,2,TRUE
85,"[0, 1, 2, 3, 4, 6, 15, 11, 8, 14, 13, 5, 10, 7, 12, 9]",0.001993179,PrescribedDDT,8,1,126,2,TRUE
86,"[0, 1, 2, 3, 4, 14, 5, 12, 8, 11, 10, 6, 13, 15, 9, 7]",0.002462149,PrescribedDDT,8,1,126,2,TRUE
87,"[0, 1, 2, 5, 4, 3, 14, 6, 8, 9, 10, 13, 15, 12, 7, 11]",0.002942324,PrescribedDDT,8,1,130,2,TRUE
88,"[0, 1, 2, 6, 4, 12, 7, 11, 8, 10, 14, 9, 13, 5, 3, 15]",0.001995087,PrescribedDDT,6,3,132,2,TRUE
89,"[0, 1, 2, 5, 4, 11, 3, 12, 8, 10, 13, 14, 7, 15, 9, 6]",0.001994133,PrescribedDDT,6,2,130,2,TRUE
90,"[0, 1, 2, 10, 4, 11, 9, 12, 8, 6, 15, 7, 14, 13, 5, 3]",0.002059698,PrescribedDDT,8,1,136,2,TRUE
91,"[0, 1, 2, 9, 4, 13, 3, 11, 8, 12, 10, 5, 6, 7, 15, 14]",0.002929211,PrescribedDDT,6,3,129,2,TRUE
92,"[0, 1, 2, 6, 4, 5, 13, 15, 8, 9, 7, 11, 14, 10, 12, 3]",0.002024174,PrescribedDDT,6,4,131,2,TRUE
93,"[0, 1, 2, 10, 4, 5, 12, 9, 8, 11, 14, 13, 6, 7, 3, 15]",0.001992226,PrescribedDDT,6,4,131,2,TRUE
94,"[0, 1, 2, 11, 4, 3, 6, 12, 8, 5, 9, 10, 14, 15, 7, 13]",0.001995087,PrescribedDDT,6,5,133,2,TRUE
95,"[0, 1, 2, 12, 4, 6, 7, 15, 8, 11, 14, 9, 13, 3, 5, 10]",0.002327442,PrescribedDDT,8,1,130,2,TRUE
96,"[0, 1, 2, 6, 4, 10, 5, 15, 8, 14, 13, 11, 7, 3, 12, 9]",0.002023458,PrescribedDDT,6,2,127,2,TRUE
97,"[0, 1, 2, 3, 4, 15, 14, 6, 8, 10, 13, 9, 11, 7, 5, 12]",0.001999378,PrescribedDDT,6,2,133,2,TRUE
98,"[0, 1, 2, 5, 4, 14, 6, 9, 8, 15, 13, 10, 12, 7, 3, 11]",0.001993179,PrescribedDDT,6,4,128,2,TRUE
99,"[0, 1, 2, 13, 4, 5, 14, 11, 8, 3, 9, 15, 7, 12, 6, 10]",0.00199461,PrescribedDDT,6,3,132,2,TRUE
