,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
23,"[0, 1, 2, 15, 4, 14, 10, 11, 8, 7, 3, 12, 13, 9, 5, 6]",0.001994848,PrescribedDDT,6,4,131,2,TRUE
24,"[0, 1, 2, 11, 4, 3, 7, 14, 8, 12, 15, 5, 10, 9, 6, 13]",0.001994848,PrescribedDDT,6,2,127,2,TRUE
25,"[0, 1, 2, 3, 4, 10, 6, 7, 8, 13, 15, 5, 14, 11, 9, 12]",0.004986525,PrescribedDDT,6,14,133,2,TRUE
26,"[0, 1, 2, 13, 4, 3, 14, 10, 8, 9, 15, 12, 11, 7, 5, 6]",0.002991915,PrescribedDDT,6,1,122,4,TRUE
27,"[0, 1, 2, 7, 4, 10, 6, 13, 8, 3, 11, 15, 9, 5, 12, 14]",0.00199461,PrescribedDDT,6,2,130,2,TRUE
28,"[0, 1, 2, 6, 4, 10, 9, 3, 8, 7, 12, 11, 15, 14, 5, 13]",0.001994848,PrescribedDDT,6,2,127,4,TRUE
29,"[0, 1, 2, 13, 4, 10, 11, 5, 8, 15, 3, 14, 7, 12, 6, 9]",0.00199461,PrescribedDDT,6,2,127,2,TRUE
30,"[0, 1, 2, 15, 4, 12, 11, 6, 8, 5, 14, 7, 9, 3, 10, 13]",0.002992153,PrescribedDDT,6,3,132,2,TRUE
31,"[0, 1, 2, 3, 4, 10, 12, 5, 8, 7, 15, 13, 11, 6, 9, 14]",0.00199461,PrescribedDDT,6,2,127,2,TRUE
32,"[0, 1, 2, 10, 4, 5, 9, 7, 8, 14, 3, 11, 15, 12, 6, 13]",0.00199461,PrescribedDDT,6,3,129,2,TRUE
33,"[0, 1, 2, 15, 4, 12, 11, 10, 8, 14, 5, 6, 9, 7, 3, 13]",0.00199461,PrescribedDDT,6,2,130,2,TRUE
34,"[0, 1, 2, 7, 4, 15, 14, 10, 8, 13, 3, 12, 6, 11, 5, 9]",0.001994848,PrescribedDDT,6,1,128,2,TRUE
35,"[0, 1, 2, 15, 4, 9, 14, 5, 8, 10, 12, 13, 3, 7, 11, 6]",0.00199461,PrescribedDDT,6,2,127,2,TRUE
36,"[0, 1, 2, 5, 4, 12, 7, 14, 8, 11, 13, 6, 3, 15, 9, 10]",0.002991915,PrescribedDDT,6,2,127,2,TRUE
37,"[0, 1, 2, 11, 4, 9, 5, 14, 8, 7, 6, 13, 15, 3, 10, 12]",0.001994848,PrescribedDDT,6,1,125,2,TRUE
38,"[0, 1, 2, 11, 4, 13, 9, 5, 8, 3, 12, 6, 14, 10, 15, 7]",0.00199461,PrescribedDDT,6,2,127,2,TRUE
39,"[0, 1, 2, 5, 4, 14, 10, 15, 8, 3, 12, 11, 13, 7, 9, 6]",0.00199461,PrescribedDDT,6,5,136,2,TRUE
40,"[0, 1, 2, 14, 4, 6, 10, 9, 8, 5, 15, 12, 3, 13, 11, 7]",0.001994371,PrescribedDDT,4,24,129,4,TRUE
41,"[0, 1, 2, 12, 4, 7, 6, 3, 8, 9, 11, 5, 14, 10, 15, 13]",0.002992153,PrescribedDDT,6,4,131,2,TRUE
42,"[0, 1, 2, 9, 4, 10, 15, 5, 8, 6, 7, 14, 11, 13, 3, 12]",0.001994848,PrescribedDDT,6,6,135,2,TRUE
43,"[0, 1, 2, 12, 4, 3, 14, 10, 8, 15, 6, 5, 11, 7, 9, 13]",0.001994371,PrescribedDDT,6,3,129,2,TRUE
44,"[0, 1, 2, 5, 4, 6, 9, 12, 8, 11, 15, 13, 14, 10, 3, 7]",0.001994848,PrescribedDDT,6,2,127,2,TRUE
45,"[0, 1, 2, 6, 4, 3, 13, 12, 8, 15, 14, 11, 10, 9, 7, 5]",0.001994848,PrescribedDDT,6,2,127,2,TRUE
46,"[0, 1, 2, 6, 4, 12, 5, 11, 8, 3, 7, 10, 13, 15, 9, 14]",0.002991676,PrescribedDDT,6,4,131,2,TRUE
47,"[0, 1, 2, 6, 4, 5, 12, 13, 8, 10, 3, 7, 15, 9, 14, 11]",0.001994848,PrescribedDDT,6,6,135,2,TRUE
48,"[0, 1, 2, 11, 4, 14, 13, 6, 8, 15, 10, 5, 9, 12, 7, 3]",0.001994848,PrescribedDDT,6,4,131,2,TRUE
49,"[0, 1, 2, 12, 4, 13, 6, 3, 8, 9, 10, 15, 5, 14, 11, 7]",0.001994371,PrescribedDDT,6,4,134,2,TRUE
50,"[0, 1, 2, 11, 4, 15, 13, 10, 8, 9, 7, 14, 5, 3, 6, 12]",0.001994848,PrescribedDDT,6,2,127,2,TRUE
51,"[0, 1, 2, 14, 4, 5, 10, 11, 8, 3, 15, 12, 7, 9, 13, 6]",0.00199461,PrescribedDDT,6,5,136,2,TRUE
52,"[0, 1, 2, 12, 4, 6, 5, 9, 8, 14, 11, 15, 10, 13, 7, 3]",0.002991915,PrescribedDDT,4,18,123,4,TRUE
53,"[0, 1, 2, 15, 4, 9, 13, 12, 8, 11, 3, 7, 14, 5, 6, 10]",0.001994848,PrescribedDDT,6,3,132,2,TRUE
54,"[0, 1, 2, 10, 4, 11, 6, 7, 8, 5, 3, 15, 14, 13, 9, 12]",0.00199461,PrescribedDDT,6,4,131,2,TRUE
55,"[0, 1, 2, 11, 4, 10, 13, 5, 8, 9, 7, 12, 6, 3, 14, 15]",0.00199461,PrescribedDDT,6,3,126,2,TRUE
56,"[0, 1, 2, 15, 4, 5, 11, 13, 8, 7, 9, 14, 3, 10, 12, 6]",0.002991915,PrescribedDDT,6,2,130,2,TRUE
57,"[0, 1, 2, 3, 4, 15, 5, 11, 8, 13, 14, 7, 10, 12, 9, 6]",0.00199461,PrescribedDDT,6,2,127,2,TRUE
58,"[0, 1, 2, 9, 4, 5, 6, 3, 8, 7, 15, 11, 13, 10, 14, 12]",0.001994848,PrescribedDDT,6,6,132,2,TRUE
59,"[0, 1, 2, 9, 4, 10, 5, 14, 8, 13, 6, 7, 3, 15, 12, 11]",0.001994848,PrescribedDDT,6,2,130,2,TRUE
60,"[0, 1, 2, 15, 4, 14, 3, 7, 8, 9, 13, 12, 10, 6, 5, 11]",0.002991915,PrescribedDDT,6,5,133,2,TRUE
61,"[0, 1, 2, 12, 4, 5, 11, 10, 8, 7, 15, 13, 6, 3, 9, 14]",0.001994848,PrescribedDDT,6,6,135,2,TRUE
62,"[0, 1, 2, 6, 4, 14, 3, 15, 8, 5, 7, 11, 9, 12, 10, 13]",0.00199461,PrescribedDDT,6,5,136,2,TRUE
63,"[0, 1, 2, 6, 4, 5, 14, 13, 8, 15, 3, 11, 7, 12, 10, 9]",0.001994848,PrescribedDDT,4,21,126,2,TRUE
64,"[0, 1, 2, 10, 4, 5, 6, 15, 8, 12, 13, 9, 3, 14, 7, 11]",0.00199461,PrescribedDDT,6,2,127,4,TRUE
65,"[0, 1, 2, 9, 4, 7, 13, 10, 8, 6, 3, 11, 14, 15, 5, 12]",0.001994371,PrescribedDDT,6,8,136,2,TRUE
66,"[0, 1, 2, 9, 4, 10, 7, 13, 8, 12, 14, 6, 5, 15, 11, 3]",0.001994848,PrescribedDDT,6,1,122,4,TRUE
67,"[0, 1, 2, 13, 4, 6, 15, 3, 8, 9, 12, 11, 14, 5, 7, 10]",0.001995087,PrescribedDDT,6,2,127,2,TRUE
68,"[0, 1, 2, 11, 4, 13, 12, 10, 8, 9, 14, 5, 3, 7, 15, 6]",0.00199461,PrescribedDDT,6,2,127,2,TRUE
69,"[0, 1, 2, 5, 4, 3, 14, 6, 8, 15, 10, 9, 7, 11, 13, 12]",0.001994371,PrescribedDDT,6,6,135,2,TRUE
70,"[0, 1, 2, 10, 4, 5, 3, 7, 8, 14, 13, 15, 6, 11, 12, 9]",0.002991915,PrescribedDDT,6,4,131,2,TRUE
71,"[0, 1, 2, 3, 4, 7, 10, 9, 8, 13, 5, 12, 6, 14, 15, 11]",0.00199461,PrescribedDDT,6,2,127,2,TRUE
72,"[0, 1, 2, 7, 4, 5, 12, 14, 8, 3, 9, 11, 10, 6, 15, 13]",0.001994848,PrescribedDDT,6,3,132,2,TRUE
73,"[0, 1, 2, 5, 4, 9, 12, 15, 8, 10, 13, 14, 6, 7, 3, 11]",0.001994848,PrescribedDDT,6,2,127,2,TRUE
74,"[0, 1, 2, 13, 4, 15, 11, 12, 8, 7, 10, 9, 6, 5, 3, 14]",0.001994371,PrescribedDDT,6,2,127,2,TRUE
75,"[0, 1, 2, 11, 4, 10, 14, 13, 8, 6, 9, 15, 12, 5, 7, 3]",0.002992153,PrescribedDDT,6,2,127,2,TRUE
76,"[0, 1, 2, 14, 4, 11, 12, 9, 8, 15, 10, 5, 6, 13, 3, 7]",0.001994371,PrescribedDDT,6,5,136,2,TRUE
77,"[0, 1, 2, 5, 4, 6, 11, 10, 8, 15, 13, 12, 7, 14, 9, 3]",0.001995087,PrescribedDDT,6,5,136,2,TRUE
78,"[0, 1, 2, 5, 4, 13, 6, 11, 8, 12, 9, 14, 3, 7, 10, 15]",0.001994371,PrescribedDDT,6,2,127,2,TRUE
79,"[0, 1, 2, 11, 4, 5, 9, 15, 8, 3, 12, 7, 14, 6, 10, 13]",0.00199461,PrescribedDDT,6,5,136,2,TRUE
80,"[0, 1, 2, 15, 4, 9, 10, 5, 8, 11, 6, 13, 14, 12, 3, 7]",0.002991915,PrescribedDDT,6,3,129,2,TRUE
81,"[0, 1, 2, 13, 4, 3, 14, 9, 8, 12, 10, 11, 6, 7, 5, 15]",0.00199461,PrescribedDDT,6,6,138,2,TRUE
82,"[0, 1, 2, 11, 4, 6, 14, 13, 8, 5, 9, 10, 3, 12, 15, 7]",0.001995325,PrescribedDDT,6,4,134,2,TRUE
83,"[0, 1, 2, 10, 4, 12, 6, 14, 8, 13, 15, 3, 11, 7, 5, 9]",0.006011486,PrescribedDDT,6,14,133,2,TRUE
84,"[0, 1, 2, 13, 4, 3, 15, 9, 8, 10, 14, 5, 7, 11, 12, 6]",0.001996517,PrescribedDDT,6,2,127,2,TRUE
85,"[0, 1, 2, 6, 4, 12, 10, 5, 8, 11, 3, 14, 13, 7, 15, 9]",0.001995087,PrescribedDDT,6,1,122,4,TRUE
86,"[0, 1, 2, 10, 4, 9, 13, 11, 8, 6, 3, 14, 12, 7, 5, 15]",0.001994133,PrescribedDDT,6,2,133,2,TRUE
87,"[0, 1, 2, 12, 4, 3, 11, 6, 8, 14, 9, 10, 5, 13, 7, 15]",0.002990007,PrescribedDDT,6,2,124,2,TRUE
88,"[0, 1, 2, 15, 4, 9, 6, 3, 8, 14, 11, 13, 7, 10, 12, 5]",0.00199604,PrescribedDDT,6,6,135,2,TRUE
89,"[0, 1, 2, 6, 4, 10, 3, 7, 8, 5, 12, 15, 14, 9, 13, 11]",0.001993179,PrescribedDDT,6,5,133,2,TRUE
90,"[0, 1, 2, 7, 4, 12, 6, 10, 8, 14, 3, 15, 13, 11, 5, 9]",0.001996756,PrescribedDDT,6,3,132,2,TRUE
91,"[0, 1, 2, 13, 4, 15, 12, 14, 8, 11, 3, 10, 7, 5, 9, 6]",0.002989769,PrescribedDDT,6,6,135,2,TRUE
92,"[0, 1, 2, 14, 4, 13, 9, 10, 8, 7, 3, 5, 15, 6, 12, 11]",0.001996994,PrescribedDDT,6,6,135,2,TRUE
93,"[0, 1, 2, 12, 4, 11, 15, 13, 8, 7, 14, 9, 5, 6, 3, 10]",0.001992941,PrescribedDDT,6,4,131,2,TRUE
94,"[0, 1, 2, 11, 4, 13, 14, 12, 8, 3, 5, 6, 10, 15, 7, 9]",0.001995564,PrescribedDDT,6,3,132,2,TRUE
95,"[0, 1, 2, 10, 4, 12, 15, 5, 8, 9, 13, 11, 3, 14, 6, 7]",0.001994133,PrescribedDDT,6,5,136,2,TRUE
96,"[0, 1, 2, 10, 4, 13, 11, 3, 8, 12, 14, 9, 7, 15, 5, 6]",0.002991915,PrescribedDDT,6,4,128,2,TRUE
97,"[0, 1, 2, 11, 4, 14, 15, 10, 8, 3, 13, 6, 12, 7, 5, 9]",0.001993895,PrescribedDDT,6,6,132,2,TRUE
98,"[0, 1, 2, 5, 4, 10, 12, 13, 8, 14, 11, 9, 6, 15, 3, 7]",0.001996756,PrescribedDDT,6,5,136,2,TRUE
99,"[0, 1, 2, 15, 4, 6, 12, 11, 8, 9, 14, 10, 5, 13, 7, 3]",0.001993418,PrescribedDDT,6,6,135,2,TRUE
