,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count,nonlinearity,balancedness
11,"[0, 1, 2, 60, 4, 3, 50, 52, 8, 31, 39, 19, 42, 33, 53, 36, 16, 28, 58, 17, 51, 12, 34, 6, 38, 48, 20, 46, 23, 57, 29, 44, 32, 22, 43, 41, 62, 59, 11, 18, 49, 9, 7, 14, 15, 56, 40, 35, 24, 25, 55, 63, 54, 45, 37, 10, 13, 26, 61, 27, 21, 47, 5, 30]",0.045907021,PrescribedDDT,10,2,2400,18,TRUE
12,"[0, 1, 2, 28, 4, 7, 54, 30, 8, 9, 58, 27, 21, 42, 62, 26, 16, 18, 36, 45, 35, 5, 29, 17, 52, 10, 56, 24, 63, 25, 43, 59, 32, 19, 6, 48, 15, 13, 53, 49, 11, 51, 57, 34, 40, 14, 44, 22, 20, 37, 38, 23, 47, 61, 46, 31, 41, 12, 33, 50, 39, 60, 3, 55]",0.046873331,PrescribedDDT,10,3,2400,18,TRUE
13,"[0, 1, 2, 63, 4, 11, 44, 39, 8, 45, 49, 54, 19, 40, 60, 50, 16, 59, 9, 7, 20, 53, 15, 17, 55, 3, 41, 12, 56, 18, 51, 26, 32, 14, 36, 21, 62, 5, 30, 24, 52, 27, 57, 34, 29, 28, 48, 47, 43, 61, 35, 58, 42, 13, 46, 6, 23, 38, 31, 25, 10, 33, 37, 22]",0.046874046,PrescribedDDT,10,2,2437,16,TRUE
14,"[0, 1, 2, 60, 4, 11, 27, 9, 8, 20, 45, 7, 36, 14, 30, 40, 16, 31, 58, 35, 61, 46, 33, 55, 19, 56, 25, 17, 21, 50, 23, 18, 32, 54, 38, 44, 5, 62, 26, 41, 42, 63, 29, 6, 28, 3, 59, 51, 49, 48, 15, 47, 10, 52, 43, 13, 34, 12, 22, 53, 24, 37, 57, 39]",0.045871496,PrescribedDDT,10,1,2384,16,TRUE
15,"[0, 1, 2, 33, 4, 56, 39, 54, 8, 14, 21, 47, 41, 11, 20, 50, 16, 44, 46, 59, 48, 25, 55, 15, 18, 6, 5, 57, 27, 7, 26, 58, 32, 34, 40, 45, 24, 38, 3, 17, 9, 63, 60, 43, 37, 12, 42, 30, 10, 35, 28, 13, 19, 52, 23, 29, 49, 31, 36, 51, 62, 61, 22, 53]",0.046884537,PrescribedDDT,8,9,2390,18,TRUE
16,"[0, 1, 2, 50, 4, 48, 42, 53, 8, 60, 27, 25, 56, 3, 21, 29, 16, 34, 51, 11, 5, 28, 44, 36, 17, 10, 12, 61, 23, 35, 49, 37, 32, 41, 40, 9, 52, 63, 47, 15, 39, 22, 13, 54, 24, 31, 45, 55, 57, 20, 6, 33, 46, 19, 18, 30, 59, 62, 7, 14, 43, 58, 26, 38]",0.04487586,PrescribedDDT,10,2,2398,18,TRUE
17,"[0, 1, 2, 58, 4, 59, 9, 18, 8, 15, 5, 26, 56, 61, 42, 30, 16, 28, 36, 40, 3, 57, 45, 13, 25, 52, 31, 20, 24, 46, 41, 14, 32, 11, 35, 48, 17, 63, 33, 62, 12, 47, 44, 43, 60, 6, 10, 7, 54, 50, 49, 21, 23, 39, 51, 19, 53, 55, 34, 37, 27, 22, 29, 38]",0.043884039,PrescribedDDT,8,8,2420,18,TRUE
18,"[0, 1, 2, 29, 4, 48, 58, 40, 8, 55, 57, 27, 63, 11, 45, 9, 16, 23, 35, 59, 22, 18, 15, 3, 43, 20, 13, 31, 34, 28, 54, 41, 32, 24, 44, 7, 46, 25, 30, 47, 5, 61, 49, 60, 6, 12, 36, 21, 42, 10, 38, 14, 52, 19, 39, 51, 56, 62, 33, 26, 17, 50, 37, 53]",0.04587698,PrescribedDDT,10,2,2389,16,TRUE
19,"[0, 1, 2, 46, 4, 7, 63, 55, 8, 6, 59, 13, 57, 26, 20, 47, 16, 15, 52, 61, 14, 37, 21, 5, 42, 51, 23, 44, 25, 22, 56, 48, 32, 29, 27, 9, 41, 35, 19, 31, 11, 45, 62, 18, 28, 12, 53, 58, 49, 38, 50, 3, 60, 40, 24, 39, 54, 36, 30, 10, 33, 17, 43, 34]",0.043882608,PrescribedDDT,10,1,2376,16,TRUE
20,"[0, 1, 2, 26, 4, 28, 41, 22, 8, 14, 35, 10, 54, 57, 62, 43, 16, 55, 52, 44, 33, 42, 50, 17, 36, 27, 63, 3, 5, 49, 6, 53, 32, 37, 20, 29, 13, 18, 34, 7, 56, 23, 24, 19, 40, 39, 25, 38, 59, 60, 15, 9, 46, 45, 51, 30, 58, 21, 48, 31, 12, 11, 47, 61]",0.044357538,PrescribedDDT,10,4,2453,18,TRUE
21,"[0, 1, 2, 33, 4, 5, 55, 15, 8, 28, 30, 48, 22, 58, 43, 3, 16, 24, 7, 61, 50, 41, 53, 42, 14, 63, 23, 12, 35, 38, 17, 13, 32, 40, 39, 51, 45, 59, 57, 20, 60, 25, 62, 54, 49, 29, 31, 18, 9, 46, 44, 21, 26, 37, 52, 11, 36, 34, 19, 47, 27, 56, 10, 6]",0.043882847,PrescribedDDT,10,1,2409,16,TRUE
22,"[0, 1, 2, 47, 4, 53, 44, 15, 8, 42, 27, 24, 28, 38, 25, 31, 16, 51, 9, 49, 30, 18, 39, 11, 33, 46, 50, 12, 43, 54, 14, 20, 32, 59, 19, 41, 13, 26, 58, 57, 34, 48, 29, 22, 5, 40, 17, 52, 61, 23, 45, 21, 55, 3, 36, 35, 7, 56, 62, 6, 63, 37, 60, 10]",0.04488039,PrescribedDDT,8,11,2424,16,TRUE
23,"[0, 1, 2, 30, 4, 47, 33, 29, 8, 7, 15, 12, 42, 51, 22, 3, 16, 49, 48, 6, 53, 61, 59, 54, 39, 44, 41, 18, 34, 45, 40, 50, 32, 56, 20, 21, 62, 57, 46, 11, 10, 43, 28, 26, 13, 60, 31, 38, 55, 17, 37, 9, 35, 63, 23, 58, 27, 5, 19, 25, 14, 24, 36, 52]",0.043913126,PrescribedDDT,10,4,2389,18,TRUE
24,"[0, 1, 2, 36, 4, 45, 7, 3, 8, 47, 58, 39, 22, 37, 57, 61, 16, 24, 34, 27, 33, 21, 26, 60, 13, 18, 38, 12, 40, 53, 5, 62, 32, 31, 29, 11, 9, 28, 48, 19, 44, 52, 41, 25, 59, 50, 10, 42, 55, 51, 14, 23, 30, 63, 17, 56, 46, 15, 35, 54, 43, 49, 6, 20]",0.044877529,PrescribedDDT,8,5,2365,18,TRUE
25,"[0, 1, 2, 7, 4, 57, 39, 30, 8, 11, 28, 27, 9, 45, 47, 5, 16, 10, 6, 43, 51, 48, 50, 29, 61, 38, 23, 19, 24, 59, 34, 31, 32, 15, 53, 21, 52, 55, 26, 58, 41, 3, 35, 63, 12, 56, 33, 22, 60, 14, 42, 62, 25, 44, 46, 49, 20, 17, 36, 54, 18, 13, 37, 40]",0.04391408,PrescribedDDT,8,7,2394,18,TRUE
26,"[0, 1, 2, 60, 4, 20, 61, 43, 8, 27, 13, 46, 29, 51, 9, 57, 16, 33, 15, 12, 49, 37, 58, 56, 11, 63, 25, 14, 40, 50, 54, 45, 32, 10, 30, 53, 23, 55, 21, 39, 31, 36, 3, 41, 44, 47, 18, 24, 28, 17, 5, 48, 38, 42, 19, 59, 22, 26, 52, 34, 7, 35, 62, 6]",0.044877768,PrescribedDDT,8,2,2356,18,TRUE
27,"[0, 1, 2, 31, 4, 47, 50, 53, 8, 14, 62, 21, 45, 52, 25, 5, 16, 59, 63, 57, 17, 61, 33, 23, 36, 56, 60, 10, 37, 41, 42, 15, 32, 11, 58, 43, 44, 26, 49, 39, 27, 38, 34, 51, 3, 6, 54, 55, 40, 35, 24, 46, 12, 48, 20, 13, 7, 9, 28, 29, 18, 19, 22, 30]",0.043882132,PrescribedDDT,10,3,2440,16,TRUE
28,"[0, 1, 2, 44, 4, 28, 20, 10, 8, 41, 56, 11, 5, 3, 49, 19, 16, 37, 38, 29, 61, 6, 53, 17, 63, 51, 50, 46, 55, 48, 39, 21, 32, 30, 27, 59, 35, 40, 25, 18, 33, 14, 34, 7, 42, 43, 12, 60, 31, 45, 15, 57, 58, 24, 52, 13, 47, 54, 26, 9, 36, 62, 22, 23]",0.043883085,PrescribedDDT,10,1,2380,18,TRUE
29,"[0, 1, 2, 43, 4, 61, 27, 31, 8, 56, 6, 28, 11, 13, 23, 5, 16, 59, 22, 25, 34, 53, 9, 49, 21, 40, 14, 26, 35, 47, 29, 55, 32, 50, 62, 39, 18, 10, 24, 54, 44, 19, 45, 36, 51, 12, 42, 48, 20, 37, 17, 3, 57, 46, 60, 52, 58, 7, 30, 41, 33, 38, 15, 63]",0.043854952,PrescribedDDT,10,1,2401,18,TRUE
30,"[0, 1, 2, 39, 4, 36, 53, 26, 8, 14, 47, 23, 59, 31, 10, 29, 16, 21, 60, 43, 42, 58, 51, 46, 25, 27, 52, 19, 63, 18, 12, 62, 32, 55, 44, 5, 49, 33, 61, 40, 48, 11, 17, 45, 41, 35, 20, 15, 6, 30, 38, 24, 28, 56, 13, 57, 7, 54, 22, 50, 34, 3, 9, 37]",0.044353485,PrescribedDDT,10,1,2384,18,TRUE
31,"[0, 1, 2, 50, 4, 6, 18, 14, 8, 11, 5, 33, 31, 53, 10, 43, 16, 56, 47, 44, 24, 29, 13, 30, 40, 35, 15, 17, 34, 58, 51, 7, 32, 46, 12, 28, 48, 26, 63, 57, 49, 20, 27, 37, 23, 52, 61, 41, 22, 42, 9, 21, 62, 36, 60, 25, 59, 45, 38, 54, 19, 55, 3, 39]",0.044213057,PrescribedDDT,8,5,2377,18,TRUE
32,"[0, 1, 2, 7, 4, 52, 38, 47, 8, 33, 62, 11, 19, 26, 14, 5, 16, 44, 23, 35, 21, 46, 31, 55, 10, 42, 36, 30, 48, 51, 17, 13, 32, 15, 60, 53, 25, 18, 40, 29, 43, 6, 41, 22, 59, 58, 54, 28, 63, 3, 27, 57, 56, 24, 9, 50, 37, 61, 20, 34, 45, 49, 12, 39]",0.044186831,PrescribedDDT,10,1,2428,16,TRUE
33,"[0, 1, 2, 51, 4, 50, 7, 19, 8, 46, 49, 3, 27, 31, 45, 9, 16, 15, 38, 35, 63, 60, 54, 62, 10, 29, 42, 47, 21, 17, 48, 56, 32, 61, 30, 43, 58, 23, 6, 11, 57, 5, 41, 40, 44, 34, 37, 55, 59, 52, 22, 13, 53, 33, 26, 39, 14, 36, 28, 25, 18, 20, 12, 24]",0.043857813,PrescribedDDT,8,4,2396,18,TRUE
34,"[0, 1, 2, 17, 4, 9, 22, 58, 8, 20, 29, 55, 40, 61, 57, 36, 16, 7, 51, 28, 39, 18, 49, 42, 60, 27, 62, 63, 24, 31, 25, 56, 32, 23, 48, 52, 43, 14, 11, 50, 26, 15, 45, 59, 6, 53, 47, 3, 12, 30, 21, 5, 34, 10, 54, 19, 38, 44, 46, 41, 13, 33, 37, 35]",0.043882847,PrescribedDDT,8,10,2394,18,TRUE
35,"[0, 1, 2, 19, 4, 17, 20, 54, 8, 14, 25, 29, 55, 26, 30, 58, 16, 59, 40, 38, 13, 51, 5, 41, 47, 15, 57, 3, 45, 22, 36, 12, 32, 53, 11, 60, 62, 39, 52, 50, 31, 44, 6, 18, 43, 48, 37, 7, 56, 27, 28, 61, 63, 21, 24, 23, 10, 9, 42, 35, 34, 49, 33, 46]",0.044880152,PrescribedDDT,8,6,2392,18,TRUE
36,"[0, 1, 2, 29, 4, 54, 6, 50, 8, 63, 5, 39, 35, 56, 37, 7, 16, 11, 30, 20, 9, 21, 53, 42, 17, 61, 25, 24, 14, 57, 22, 18, 32, 55, 47, 58, 33, 38, 13, 26, 43, 60, 45, 23, 10, 51, 41, 27, 12, 44, 31, 52, 28, 36, 59, 3, 34, 46, 40, 19, 15, 49, 62, 48]",0.045178652,PrescribedDDT,8,6,2412,14,TRUE
37,"[0, 1, 2, 49, 4, 6, 58, 39, 8, 34, 27, 29, 20, 61, 47, 40, 16, 59, 44, 14, 35, 62, 48, 56, 13, 55, 28, 53, 5, 12, 50, 10, 32, 30, 38, 17, 25, 19, 24, 26, 36, 22, 37, 51, 45, 46, 15, 41, 23, 11, 18, 42, 57, 3, 21, 52, 54, 63, 33, 43, 9, 60, 7, 31]",0.045096874,PrescribedDDT,10,1,2411,16,TRUE
38,"[0, 1, 2, 27, 4, 26, 6, 25, 8, 21, 43, 7, 36, 39, 55, 14, 16, 30, 50, 46, 33, 5, 3, 62, 20, 31, 52, 10, 38, 51, 35, 59, 32, 40, 42, 24, 49, 57, 56, 23, 53, 61, 28, 13, 17, 44, 60, 22, 12, 18, 37, 9, 48, 41, 63, 15, 54, 19, 47, 58, 34, 29, 11, 45]",0.044878006,PrescribedDDT,10,2,2407,18,TRUE
39,"[0, 1, 2, 40, 4, 56, 26, 29, 8, 41, 23, 55, 47, 36, 57, 48, 16, 5, 63, 30, 11, 18, 17, 54, 53, 50, 34, 61, 12, 58, 14, 22, 32, 46, 15, 13, 49, 28, 19, 60, 27, 20, 43, 35, 44, 7, 59, 42, 37, 9, 33, 3, 51, 45, 39, 38, 31, 24, 62, 25, 6, 52, 10, 21]",0.043885708,PrescribedDDT,8,7,2393,16,TRUE
40,"[0, 1, 2, 61, 4, 58, 12, 51, 8, 7, 38, 20, 30, 29, 35, 27, 16, 22, 17, 19, 6, 47, 54, 44, 62, 28, 36, 60, 11, 9, 10, 55, 32, 40, 46, 15, 34, 50, 39, 21, 48, 43, 41, 26, 49, 53, 42, 57, 13, 52, 24, 33, 25, 45, 14, 18, 3, 23, 56, 63, 37, 5, 31, 59]",0.044944525,PrescribedDDT,10,2,2363,18,TRUE
41,"[0, 1, 2, 40, 4, 13, 37, 55, 8, 45, 41, 31, 52, 51, 27, 36, 16, 21, 15, 43, 10, 35, 3, 54, 53, 28, 47, 20, 17, 11, 42, 62, 32, 30, 23, 49, 22, 39, 56, 26, 25, 60, 57, 50, 46, 5, 12, 44, 59, 24, 29, 6, 48, 18, 14, 34, 7, 58, 33, 61, 63, 9, 38, 19]",0.043883085,PrescribedDDT,10,1,2385,16,TRUE
42,"[0, 1, 2, 10, 4, 23, 48, 11, 8, 14, 22, 7, 40, 28, 39, 18, 16, 43, 60, 57, 21, 63, 50, 36, 17, 61, 44, 53, 35, 59, 9, 12, 32, 15, 34, 45, 20, 51, 26, 27, 41, 19, 42, 58, 46, 38, 30, 33, 62, 25, 5, 37, 49, 24, 31, 52, 3, 54, 55, 13, 56, 6, 29, 47]",0.044879913,PrescribedDDT,8,5,2353,18,TRUE
43,"[0, 1, 2, 60, 4, 49, 47, 25, 8, 34, 6, 37, 28, 31, 57, 20, 16, 30, 43, 63, 56, 9, 41, 46, 40, 27, 33, 18, 59, 45, 54, 61, 32, 35, 17, 51, 24, 44, 19, 13, 55, 38, 22, 39, 12, 7, 21, 15, 53, 26, 14, 36, 52, 29, 3, 58, 5, 10, 23, 42, 62, 11, 48, 50]",0.043882608,PrescribedDDT,8,2,2365,18,TRUE
44,"[0, 1, 2, 51, 4, 29, 56, 34, 8, 61, 48, 63, 31, 44, 58, 10, 16, 52, 39, 26, 46, 33, 22, 43, 28, 9, 15, 47, 57, 41, 40, 59, 32, 13, 21, 30, 11, 50, 62, 19, 18, 53, 20, 23, 55, 49, 24, 27, 17, 25, 60, 37, 12, 42, 38, 14, 45, 6, 36, 35, 3, 5, 7, 54]",0.043886423,PrescribedDDT,8,8,2400,16,TRUE
45,"[0, 1, 2, 34, 4, 25, 23, 47, 8, 61, 39, 52, 26, 12, 7, 38, 16, 31, 13, 57, 17, 54, 19, 21, 35, 6, 3, 37, 33, 29, 62, 48, 32, 27, 22, 42, 63, 50, 10, 20, 59, 41, 24, 40, 55, 5, 9, 36, 14, 56, 18, 60, 11, 45, 43, 44, 58, 51, 49, 30, 15, 53, 28, 46]",0.044942379,PrescribedDDT,10,1,2385,18,TRUE
46,"[0, 1, 2, 7, 4, 18, 54, 38, 8, 59, 42, 34, 10, 50, 55, 60, 16, 47, 63, 49, 35, 57, 21, 31, 14, 25, 13, 15, 24, 36, 29, 5, 32, 22, 37, 23, 58, 26, 51, 6, 41, 28, 45, 3, 53, 12, 52, 48, 56, 30, 40, 62, 33, 20, 11, 17, 46, 9, 61, 19, 43, 44, 39, 27]",0.043946028,PrescribedDDT,10,1,2376,16,TRUE
47,"[0, 1, 2, 58, 4, 27, 33, 59, 8, 48, 30, 54, 28, 50, 51, 52, 16, 11, 39, 46, 26, 20, 43, 23, 24, 14, 55, 34, 29, 18, 42, 6, 32, 21, 40, 49, 57, 62, 53, 47, 19, 38, 36, 61, 63, 31, 60, 56, 17, 13, 25, 45, 7, 15, 12, 22, 41, 10, 37, 44, 9, 5, 35, 3]",0.04438591,PrescribedDDT,10,1,2402,16,TRUE
48,"[0, 1, 2, 46, 4, 14, 29, 55, 8, 23, 36, 47, 30, 45, 31, 56, 16, 48, 11, 35, 34, 3, 54, 42, 15, 51, 18, 27, 22, 43, 63, 20, 32, 49, 25, 60, 62, 53, 40, 38, 19, 59, 57, 21, 61, 10, 26, 28, 37, 39, 24, 12, 5, 17, 44, 9, 50, 41, 7, 52, 58, 33, 13, 6]",0.044880152,PrescribedDDT,10,1,2409,18,TRUE
49,"[0, 1, 2, 41, 4, 24, 47, 56, 8, 19, 60, 28, 40, 21, 50, 17, 16, 58, 46, 44, 57, 7, 29, 6, 23, 51, 5, 55, 53, 11, 35, 38, 32, 9, 20, 49, 36, 52, 31, 39, 30, 63, 13, 45, 43, 37, 62, 18, 12, 14, 3, 27, 25, 26, 10, 34, 54, 22, 33, 42, 61, 15, 48, 59]",0.045877457,PrescribedDDT,10,2,2406,16,TRUE
50,"[0, 1, 2, 19, 4, 14, 28, 53, 8, 30, 49, 23, 7, 44, 38, 41, 16, 29, 54, 22, 63, 25, 39, 47, 62, 52, 10, 46, 61, 5, 26, 33, 32, 17, 51, 9, 48, 60, 55, 59, 21, 57, 50, 36, 56, 24, 42, 6, 20, 15, 12, 37, 43, 45, 31, 18, 34, 11, 58, 35, 13, 27, 3, 40]",0.044299364,PrescribedDDT,10,2,2460,14,TRUE
51,"[0, 1, 2, 13, 4, 48, 46, 41, 8, 6, 56, 38, 63, 15, 51, 30, 16, 39, 43, 45, 14, 53, 22, 54, 59, 36, 55, 62, 25, 61, 33, 52, 32, 18, 31, 21, 37, 42, 17, 24, 5, 58, 44, 49, 35, 28, 26, 27, 11, 10, 12, 23, 29, 20, 34, 9, 60, 19, 50, 7, 40, 3, 57, 47]",0.044267893,PrescribedDDT,10,1,2389,18,TRUE
52,"[0, 1, 2, 52, 4, 29, 6, 41, 8, 39, 34, 38, 49, 28, 31, 46, 16, 43, 9, 57, 44, 19, 26, 50, 20, 5, 42, 58, 60, 3, 27, 18, 32, 55, 63, 62, 10, 48, 59, 7, 51, 33, 45, 47, 13, 53, 25, 61, 36, 17, 12, 56, 15, 14, 30, 11, 22, 23, 37, 54, 35, 24, 21, 40]",0.044294357,PrescribedDDT,8,2,2353,16,TRUE
53,"[0, 1, 2, 60, 4, 27, 48, 13, 8, 46, 26, 3, 41, 56, 45, 23, 16, 40, 63, 37, 17, 39, 35, 57, 25, 11, 14, 12, 19, 24, 34, 38, 32, 15, 30, 55, 44, 20, 22, 50, 6, 29, 43, 33, 51, 42, 36, 47, 54, 21, 18, 9, 59, 7, 62, 31, 61, 10, 58, 52, 5, 28, 49, 53]",0.044980288,PrescribedDDT,10,1,2407,16,TRUE
54,"[0, 1, 2, 29, 4, 25, 40, 6, 8, 59, 50, 47, 61, 34, 15, 7, 16, 39, 11, 41, 27, 26, 54, 33, 49, 37, 10, 51, 9, 28, 44, 60, 32, 13, 63, 22, 19, 57, 52, 3, 45, 35, 42, 30, 23, 36, 62, 17, 24, 18, 55, 14, 31, 38, 5, 58, 48, 56, 43, 53, 12, 46, 21, 20]",0.04403758,PrescribedDDT,8,8,2429,16,TRUE
55,"[0, 1, 2, 53, 4, 29, 21, 17, 8, 12, 45, 15, 3, 43, 14, 7, 16, 28, 19, 11, 18, 33, 56, 38, 44, 55, 37, 58, 31, 48, 41, 9, 32, 57, 23, 34, 50, 36, 40, 54, 47, 60, 61, 6, 62, 63, 20, 13, 51, 59, 35, 49, 30, 46, 25, 42, 24, 27, 39, 22, 5, 10, 52, 26]",0.044965506,PrescribedDDT,10,1,2391,16,TRUE
56,"[0, 1, 2, 3, 4, 48, 62, 25, 8, 28, 59, 19, 17, 43, 29, 38, 16, 7, 53, 58, 18, 47, 27, 40, 11, 22, 26, 35, 51, 13, 42, 37, 32, 54, 44, 12, 33, 56, 20, 31, 41, 30, 5, 49, 55, 60, 63, 57, 50, 39, 36, 24, 45, 10, 9, 34, 14, 15, 6, 21, 52, 61, 23, 46]",0.043854713,PrescribedDDT,10,3,2411,18,TRUE
57,"[0, 1, 2, 21, 4, 28, 53, 59, 8, 17, 42, 40, 47, 7, 11, 39, 16, 37, 19, 18, 51, 56, 5, 52, 43, 25, 62, 46, 48, 30, 3, 27, 32, 31, 23, 33, 41, 22, 45, 38, 55, 12, 20, 58, 26, 29, 61, 24, 50, 57, 35, 36, 54, 15, 10, 14, 63, 44, 13, 9, 34, 60, 6, 49]",0.044879436,PrescribedDDT,8,6,2348,18,TRUE
58,"[0, 1, 2, 15, 4, 27, 51, 37, 8, 17, 7, 53, 10, 14, 18, 26, 16, 62, 42, 30, 28, 29, 55, 33, 45, 43, 12, 60, 6, 34, 40, 41, 32, 36, 50, 46, 5, 22, 58, 49, 19, 61, 25, 24, 44, 63, 54, 59, 39, 9, 31, 23, 56, 48, 21, 47, 57, 13, 20, 38, 11, 35, 3, 52]",0.043882847,PrescribedDDT,10,2,2393,18,TRUE
59,"[0, 1, 2, 14, 4, 45, 30, 6, 8, 5, 27, 51, 55, 42, 38, 48, 16, 59, 34, 52, 62, 36, 39, 54, 49, 44, 37, 28, 24, 9, 61, 13, 32, 7, 26, 40, 53, 57, 63, 3, 20, 25, 15, 12, 47, 56, 60, 31, 23, 29, 43, 46, 17, 58, 11, 41, 18, 50, 22, 35, 10, 19, 33, 21]",0.04489398,PrescribedDDT,10,1,2364,16,TRUE
60,"[0, 1, 2, 56, 4, 26, 36, 62, 8, 63, 18, 30, 52, 9, 60, 7, 16, 46, 22, 57, 15, 29, 47, 44, 41, 6, 54, 19, 49, 37, 23, 61, 32, 35, 28, 25, 5, 58, 31, 13, 21, 39, 17, 48, 11, 53, 55, 27, 59, 43, 14, 38, 42, 3, 10, 20, 24, 12, 50, 51, 34, 45, 33, 40]",0.044123173,PrescribedDDT,8,9,2367,18,TRUE
