,SBoxes,time_elapsed,generation_method,max_item,max_item_count,zero_items_count
50,"[1, 5, 2, 6, 3, 4, 7, 0]",0.003522157669067383,PrescribedDDT,4,6,27
51,"[2, 6, 1, 4, 0, 3, 5, 7]",0.0035147666931152344,PrescribedDDT,4,6,27
52,"[1, 0, 4, 5, 6, 2, 3, 7]",0.0034704208374023438,PrescribedDDT,8,1,36
53,"[4, 3, 6, 2, 7, 1, 0, 5]",0.0035555362701416016,PrescribedDDT,2,28,21
54,"[7, 4, 5, 0, 2, 1, 3, 6]",0.003598928451538086,PrescribedDDT,4,6,27
55,"[7, 1, 3, 2, 5, 6, 4, 0]",0.0035066604614257812,PrescribedDDT,4,6,27
56,"[4, 6, 1, 5, 2, 7, 0, 3]",0.0035860538482666016,PrescribedDDT,4,6,27
57,"[1, 3, 4, 5, 6, 0, 2, 7]",0.003506183624267578,PrescribedDDT,2,28,21
58,"[3, 6, 1, 7, 5, 0, 2, 4]",0.0035097599029541016,PrescribedDDT,4,6,27
59,"[0, 6, 1, 7, 5, 4, 3, 2]",0.003496408462524414,PrescribedDDT,8,1,36
60,"[0, 7, 3, 4, 5, 1, 6, 2]",0.0035181045532226562,PrescribedDDT,8,1,36
61,"[0, 5, 1, 6, 7, 4, 3, 2]",0.003467082977294922,PrescribedDDT,2,28,21
62,"[7, 2, 1, 0, 5, 3, 4, 6]",0.003513813018798828,PrescribedDDT,4,6,27
63,"[4, 7, 2, 0, 1, 5, 6, 3]",0.0035500526428222656,PrescribedDDT,4,6,27
64,"[4, 7, 5, 0, 2, 1, 6, 3]",0.0035331249237060547,PrescribedDDT,4,6,27
65,"[5, 0, 4, 1, 6, 3, 7, 2]",0.003592967987060547,PrescribedDDT,8,7,42
66,"[3, 0, 1, 5, 2, 7, 4, 6]",0.0034661293029785156,PrescribedDDT,2,28,21
67,"[6, 3, 0, 5, 2, 7, 4, 1]",0.0035369396209716797,PrescribedDDT,8,7,42
68,"[4, 6, 3, 2, 1, 0, 5, 7]",0.0034728050231933594,PrescribedDDT,8,1,36
69,"[6, 7, 5, 1, 2, 3, 4, 0]",0.0034618377685546875,PrescribedDDT,8,1,36
70,"[4, 3, 2, 6, 5, 1, 7, 0]",0.00351715087890625,PrescribedDDT,4,6,27
71,"[3, 0, 2, 1, 6, 4, 7, 5]",0.0034999847412109375,PrescribedDDT,8,1,36
72,"[7, 4, 3, 2, 0, 1, 5, 6]",0.0035393238067626953,PrescribedDDT,4,6,27
73,"[1, 6, 2, 0, 7, 5, 4, 3]",0.0035016536712646484,PrescribedDDT,8,1,36
74,"[0, 6, 1, 7, 2, 5, 4, 3]",0.003582477569580078,PrescribedDDT,4,6,27
75,"[7, 1, 0, 6, 4, 3, 5, 2]",0.0035202503204345703,PrescribedDDT,4,6,27
76,"[2, 6, 1, 3, 5, 4, 7, 0]",0.0035910606384277344,PrescribedDDT,2,28,21
77,"[1, 5, 7, 6, 0, 3, 4, 2]",0.003520965576171875,PrescribedDDT,4,6,27
78,"[2, 6, 7, 0, 5, 4, 3, 1]",0.003453969955444336,PrescribedDDT,4,6,27
79,"[7, 5, 0, 1, 2, 6, 3, 4]",0.0035469532012939453,PrescribedDDT,4,6,27
80,"[0, 5, 2, 4, 1, 3, 7, 6]",0.003523588180541992,PrescribedDDT,4,6,27
81,"[2, 5, 1, 4, 0, 6, 7, 3]",0.0035331249237060547,PrescribedDDT,2,28,21
82,"[4, 5, 1, 0, 7, 2, 6, 3]",0.0035495758056640625,PrescribedDDT,8,1,36
83,"[7, 4, 0, 1, 2, 5, 3, 6]",0.003587007522583008,PrescribedDDT,4,6,27
84,"[7, 6, 3, 4, 2, 5, 0, 1]",0.003505706787109375,PrescribedDDT,8,1,36
85,"[2, 6, 3, 4, 5, 0, 1, 7]",0.0036139488220214844,PrescribedDDT,2,28,21
86,"[7, 1, 0, 6, 5, 4, 3, 2]",0.003713846206665039,PrescribedDDT,4,6,27
87,"[3, 1, 2, 4, 5, 6, 0, 7]",0.003463268280029297,PrescribedDDT,4,6,27
88,"[6, 7, 3, 1, 4, 2, 0, 5]",0.0036084651947021484,PrescribedDDT,2,28,21
89,"[7, 5, 6, 3, 2, 1, 0, 4]",0.0035343170166015625,PrescribedDDT,2,28,21
90,"[7, 4, 0, 5, 6, 2, 1, 3]",0.003593921661376953,PrescribedDDT,4,6,27
91,"[4, 7, 3, 1, 2, 5, 6, 0]",0.003548860549926758,PrescribedDDT,2,28,21
92,"[1, 2, 7, 0, 3, 6, 4, 5]",0.0035724639892578125,PrescribedDDT,2,28,21
93,"[0, 5, 3, 1, 2, 4, 7, 6]",0.003520488739013672,PrescribedDDT,2,28,21
94,"[6, 2, 3, 1, 4, 7, 5, 0]",0.0035943984985351562,PrescribedDDT,2,28,21
95,"[0, 1, 4, 2, 6, 7, 3, 5]",0.0036842823028564453,PrescribedDDT,4,6,27
96,"[6, 5, 1, 4, 0, 3, 2, 7]",0.0034754276275634766,PrescribedDDT,4,6,27
97,"[3, 2, 6, 7, 4, 1, 5, 0]",0.0036287307739257812,PrescribedDDT,8,1,36
98,"[1, 2, 4, 5, 7, 3, 0, 6]",0.0035490989685058594,PrescribedDDT,4,6,27
99,"[6, 3, 5, 7, 4, 1, 2, 0]",0.0035660266876220703,PrescribedDDT,4,6,27
